food_code,food_name,calorie,carb,protein,fat
D114-640310000-0001,샐러드_참치,151,7.52,10.82,8.65
D114-640320000-0001,샐러드_채소,145,5.1,1.16,13.35
D114-642000000-0001,양장피,133,10.95,7.3,6.63
D114-644140000-0001,오이무침_부추,31,5.01,1.95,0.39
D114-645000000-0001,오이생채,69,8.96,1.78,2.9
D114-646000000-0001,오이지무침,52,4.21,0.96,3.51
D114-647320000-0001,오징어무침_채소,62,7.6,5.85,0.93
D114-648000000-0001,오징어채무침,258,28.41,23.6,5.53
D114-653000000-0001,톳나물무침,75,12.28,1.87,2.09
D114-655000000-0001,파래무침,49,4.97,3.53,1.7
D114-656000000-0001,파무침,71,9.08,2.25,2.81
D114-657370000-0001,풋고추된장무침_풋고추,124,12,2.37,7.35
D114-658000000-0001,풋마늘무침,71,11.27,4.14,1.04
D114-659000000-0001,피조개무침,52,6.07,4.71,0.95
D114-660000000-0001,해초무침,39,8.52,0.95,0.16
D114-662000000-0001,회무침,82,8.6,8.09,1.65
D114-662010000-0001,회무침_가오리,81,6.35,11.33,1.16
D114-673000000-0001,돌나물무침,69,8.3,1.66,3.18
D115-664000000-0001,고들빼기김치,71,11.52,3,1.38
D115-665000000-0001,깍두기,33,4.24,1.56,1.06
D115-666000000-0001,깻잎김치,62,8.92,2.82,1.72
D115-667000000-0001,나박김치,10,1.15,0.46,0.38
D115-668000000-0001,동치미,14,2.28,0.29,0.37
D115-669020000-0001,물김치_돌나물,5,0.75,0.31,0.08
D115-672000000-0001,보쌈김치,30,3.73,2.19,0.72
D115-673000000-0001,부추김치,47,6.36,2.68,1.16
D115-674000000-0001,얼갈이배추김치,63,10.94,1.59,1.45
D115-678000000-0001,오이김치,38,5.64,2.06,0.8
D116-684000000-0001,가자미식해,134,11.64,11.09,4.81
D116-685020000-0001,갈치젓_양념,149,10.28,15.53,5.08
D116-687020000-0001,멸치젓_양념,90,7.4,11.4,1.6
D116-689020000-0001,새우젓_양념,69,6,7.1,1.8
D116-690020000-0001,오징어젓_양념,60,3.4,10.1,0.7
D116-693010000-0001,꽃게장_간장,62,6.04,7.02,1.1
D116-693020000-0001,꽃게장_양념,97,12.61,10.23,0.61
D117-694000000-0001,단무지,13,2.4,0.33,0.2
D117-695000000-0001,더덕장아찌,141,28.9,4.47,0.89
D117-699040000-0001,매실장아찌_우메보시(일본),65,11.03,1.27,1.77
D117-701000000-0001,무짠지,11,1.98,0.54,0.12
D117-702000000-0001,무초절임(치킨무),17,3.05,0.52,0.3
D117-703000000-0001,오이장아찌,14,2.54,0.36,0.28
D117-704000000-0001,오이지,21,2.84,0.74,0.72
D120-730000000-0001,미숫가루,70,10.42,2.08,2.27
D127-762000000-0001,육회,130,8.12,9.93,6.43
D201-013000000-0001,리소토/리조또_스파이시 씨푸드 리조또,148,0,5.81,0
D201-013000000-0002,리소토/리조또_치킨 크림 리조또,185,0,6.22,0
D201-017000000-0001,볶음밥_갈비천왕 치즈 치밥,208,22.04,10.97,0
D201-017000000-0002,볶음밥_달걀듬뿍 볶음밥,170,0,5.38,0
D201-017000000-0003,볶음밥_닭갈비 볶음밥,180,0,5,0
D201-017000000-0004,볶음밥_볼케이노 치즈 치밥,198,20.66,12.81,0
D201-017000000-0005,볶음밥_의성마늘 볶음밥,199,0,3.41,0
D201-028000000-0001,오므라이스_수플레 오믈렛 라이스,167,0,4.94,0
D201-035000000-0001,주먹밥_까르보나라 구운주먹밥,211,0,6,0
D201-035000000-0002,주먹밥_매콤 로제 구운주먹밥,209,0,5,0
D202-075000000-0001,감자빵_강원도알감자빵 (5개입),244,0,3.13,0
D202-075000000-0002,감자빵_강원도알감자빵,250,0,3.13,0
D202-075000000-0003,감자빵_감자쫀득볼,313,0,3.95,0
D202-075000000-0004,감자빵_못난이 감자크럼볼,211,45.33,1.33,0
D202-075000000-0005,감자빵_포슬쫀득 감자빵,284,0,3.64,0
D202-076000000-0001,건포도빵_건포도빵 (대),311,0,7.53,0
D202-076000000-0002,건포도빵_건포도빵 (소),310,0,7.76,0
D202-076000000-0003,건포도빵_우리쌀건포도브레드,265,0,6,0
D202-077000000-0001,계란빵_쌀계란빵,313,0,2,0
D202-077000000-0002,계란빵_트윈에그 브레드,248,0,11.21,0
D202-078000000-0001,기타빵_밤이랑고구마랑,315,0,7,0
D202-078000000-0002,기타빵_별님고구마,258,0,6,0
D202-078000000-0003,기타빵_춘천 감자빵,245,0,5,0
D202-078000000-0005,기타빵_까눌레,339,0,6,0
D202-078000000-0006,기타빵_달콤촉촉 고구마빵,273,0,1.82,0
D202-078000000-0007,기타빵_롤링넛츠,329,40.4,6,15.9
D202-078000000-0008,기타빵_씨앗가득고소함이찰떡,358,0,8,0
D202-078000000-0009,기타빵_얼그레이 까눌레,222,0,4.44,0
D202-078000000-0010,기타빵_오리지널 까눌레,222,0,4.44,0
D202-078000000-0011,기타빵_우리쌀 막걸리로 만든 초당옥수수빵,206,44.85,4.85,0.79
D202-078000000-0012,기타빵_카라멜아몬드,450,45.8,10.7,24.9
D202-078000000-0013,기타빵_톡톡쫄깃 옥수수빵,299,0,5,0
D202-079000000-0001,깨찰빵_깨찰빵,302,0,4,0
D202-079000000-0002,깨찰빵_깨찰빵,375,0,4.17,0
D202-079000000-0003,깨찰빵_씨앗찰빵,366,0,6,0
D202-079000000-0004,깨찰빵_쫀득쫀득한찰깨빵 (2개입),373,63.64,3.64,12.73
D202-079000000-0005,깨찰빵_쫀득쫀득한찰깨빵,373,63.64,3.64,12.73
D202-079000000-0006,깨찰빵_쫀득한모카찰깨빵,357,0,4.29,0
D202-082000000-0001,도넛_고구마품은 꽈배기,339,0,5.71,0
D202-082000000-0002,도넛_골드초코 허니비 도넛,479,0,6.41,0
D202-082000000-0003,도넛_글레이즈드 사워크림 도넛,420,0,2.5,0
D202-082000000-0004,도넛_글레이즈드 초콜릿 케익 도넛,410,0,3.75,0
D202-082000000-0005,도넛_글레이즈츄잉스타,404,0,1.92,0
D202-082000000-0006,도넛_기라델리민트초코링 도넛,388,0,5.56,0
D202-082000000-0007,도넛_깨찰 도넛,384,0,3.57,0
D202-082000000-0008,도넛_깨찰 도넛,444,0,4.44,0
D202-082000000-0009,도넛_뉴욕 치즈케익 도넛,369,0,5.56,0
D202-082000000-0010,도넛_뉴패스트리 도넛,408,0,6.12,0
D202-082000000-0011,도넛_다크초코링도넛,469,46.15,6.15,24.62
D202-082000000-0012,도넛_다크초코츄잉스타,444,38.89,3.7,27.78
D202-082000000-0013,도넛_단팥도너츠,304,0,8.75,0
D202-082000000-0014,도넛_단팥품은 꽈배기,330,0,6.09,0
D202-082000000-0015,도넛_달콤한 꿀도넛,343,60,5.71,10.29
D202-082000000-0016,도넛_달콤한꿀도넛 (3개입),348,59.05,4.76,10.48
D202-082000000-0017,도넛_달콤한꿀도넛 (4개입),350,59.29,5,10
D202-082000000-0018,도넛_달콤한꿀도넛 (5개입),349,59.43,5.14,10.29
D202-082000000-0019,도넛_달콤한 왕꽈배기,377,0,5.45,0
D202-082000000-0020,도넛_던킨카페모카롤,433,52.63,5.26,22.37
D202-082000000-0021,도넛_데니쉬 꽈배기,442,0,8,0
D202-082000000-0022,도넛_돌돌말린소시지 도넛,341,45.88,7.06,15.29
D202-082000000-0023,도넛_딸기 와플넛,433,0,3.97,0
D202-082000000-0024,도넛_딸기 우유크림 듬뿍 도넛,405,0,5.95,0
D202-082000000-0025,도넛_딸기마카롱 도넛,433,0,7.69,0
D202-082000000-0026,도넛_딸기츄이스티 도넛,450,0,1.92,0
D202-082000000-0027,도넛_또르체티 이탈리아 꽈배기과자,463,0,7.5,0
D202-082000000-0028,도넛_러블리듀얼하트 도넛,353,0,4.05,0
D202-082000000-0029,도넛_레이디버그 도넛,481,0,6.49,0
D202-082000000-0030,도넛_로투스 비스코프 도넛,456,0,6.1,0
D202-082000000-0031,도넛_루비초코 블라썸 도넛,400,0,5.19,0
D202-082000000-0032,도넛_못난이찹쌀고구마크림치즈 도넛,293,0,6.81,0
D202-082000000-0033,도넛_못난이찹쌀깨찰 도넛,560,0,1,0
D202-082000000-0034,도넛_못난이찹쌀 꽈배기,291,0,7.27,0
D202-082000000-0035,도넛_못난이찹쌀모짜렐라치즈 도넛,276,0,10.71,0
D202-082000000-0036,도넛_못난이찹쌀유자 도넛,271,0,6.57,0
D202-082000000-0037,도넛_못난이찹쌀팥 도넛,279,0,7,0
D202-082000000-0038,도넛_미니 오리지널 글레이즈드 도넛,435,0,8.7,0
D202-082000000-0039,도넛_미니찹쌀도너츠,466,0,5.26,0
D202-082000000-0040,도넛_미니찹쌀 도넛 (3개입),395,72.38,4.76,9.52
D202-082000000-0041,도넛_미니찹쌀 도넛 (4개입),393,72.14,5,9.29
D202-082000000-0042,도넛_미니찹쌀 도넛 (5개입),394,72,5.14,9.14
D202-082000000-0043,도넛_미니찹쌀 도넛,366,0,4,0
D202-082000000-0044,도넛_미니찹쌀 도넛,400,71.43,5.71,9.14
D202-082000000-0045,도넛_밀크크림 플라워 도넛,415,0,5.63,0
D202-082000000-0046,도넛_베리베리크림 도넛,365,0,5,0
D202-082000000-0047,도넛_베이크드 헤이즐넛 쇼콜라넛,435,0,6.92,0
D202-082000000-0048,도넛_보스톤크림 도넛,364,46.27,4.48,17.91
D202-082000000-0049,도넛_생도넛,496,0,5.71,0
D202-082000000-0050,도넛_생도넛,450,0,7.5,0
D202-082000000-0051,도넛_소금우유 도넛,460,51.67,3.33,25
D202-082000000-0052,도넛_소보로만난 앙넛,391,0,7.27,0
D202-082000000-0053,도넛_솔티카라멜바이츠 도넛,392,0,5.41,0
D202-082000000-0054,도넛_송사부 꽈배기,382,0,7.89,0
D202-082000000-0055,도넛_슈거코티드 도넛,444,0,6.67,0
D202-082000000-0056,도넛_스노우링 도넛,420,0,6,0
D202-082000000-0057,도넛_시나몬슈가링 도넛,420,0,6,0
D202-082000000-0058,도넛_아몬드초코링 도넛,468,0,8.06,0
D202-082000000-0059,도넛_엄마랑장볼때먹던그때그도나쓰,322,0,3.7,0
D202-082000000-0061,도넛_오리지널 글레이즈드 도넛,447,0,6.38,0
D202-082000000-0062,도넛_오리지널 바이츠 도넛,436,0,7.14,0
D202-082000000-0063,도넛_오리지널 우유 크림 필드 도넛,416,0,4.84,0
D202-082000000-0064,도넛_오리지널 초콜릿 필드 도넛,417,0,6.45,0
D202-082000000-0065,도넛_옥수수꽈배기 도넛,404,0,7.89,0
D202-082000000-0066,도넛_옥수수찹쌀 도넛,332,0,4,0
D202-082000000-0067,도넛_올드훼션드먼치킨,471,57.14,3.57,25.71
D202-082000000-0068,도넛_올리브츄이스티 도넛,404,53.06,2.04,20.41
D202-082000000-0069,도넛_왕크림 도넛,335,33.85,6.15,20
D202-082000000-0070,도넛_요거트올드훼션드 도넛,457,0,4.62,0
D202-082000000-0071,도넛_우유크림 듬뿍 도넛,399,0,5.95,0
D202-082000000-0072,도넛_쫄깃한 왕꽈배기,373,0,5.45,0
D202-082000000-0073,도넛_쫄깃한찹쌀 도넛,340,0,6.17,0
D202-082000000-0074,도넛_쫄깃한찹쌀스틱 시나몬,400,0,1.8,0
D202-082000000-0075,도넛_찹쌀꽈배기도너츠,462,0,8,0
D202-082000000-0076,도넛_찹쌀 꽈배기,366,0,6.15,0
D202-082000000-0077,도넛_찹쌀도너츠,380,0,4,0
D202-082000000-0078,도넛_찹쌀 도넛,336,0,6,0
D202-082000000-0079,도넛_찹쌀 도넛,333,56.99,5.38,9.68
D202-082000000-0080,도넛_찹쌀페스츄리 도넛,427,0,7.27,0
D202-082000000-0081,도넛_초코 와플넛 도넛,453,0,4.76,0
D202-082000000-0082,도넛_초코마카롱 도넛,413,0,7.69,0
D202-082000000-0083,도넛_초코베리듀얼하트 도넛,330,0,2.63,0
D202-082000000-0084,도넛_초코홀릭 도넛,489,0,7.27,0
D202-082000000-0085,도넛_초콜릿 아이스드 글레이즈드 도넛,457,0,5.36,0
D202-082000000-0086,도넛_카라멜 아이스드 도넛,372,0,4.69,0
D202-082000000-0087,도넛_카스테라크림 꽈배기,308,0,6.67,0
D202-082000000-0089,도넛_카카오후로스티드 도넛,413,50,6.25,20.83
D202-082000000-0090,도넛_카푸치노츄이스티 도넛,406,51.92,1.92,21.15
D202-082000000-0091,도넛_케익꽈배기 도넛,376,41.18,7.06,20
D202-082000000-0092,도넛_켈로그우유 도넛,458,0,3.08,0
D202-082000000-0093,도넛_쿠키&다크초코링도넛,473,52,5.33,24
D202-082000000-0094,도넛_쿠키&화이트초코링도넛,473,52,5.33,26.67
D202-082000000-0095,도넛_크로넛 글레이즈드 도넛,455,0,5.38,0
D202-082000000-0096,도넛_크림치즈 찹쌀도넛 (2개입),359,0,6.36,0
D202-082000000-0097,도넛_크림치즈 찹쌀도넛,364,0,5.45,0
D202-082000000-0098,도넛_통밀꽈배기,422,0,11.39,0
D202-082000000-0099,도넛_트위스트 글레이즈드 도넛,380,0,6.1,0
D202-082000000-0100,도넛_팥도넛,323,0,8,0
D202-082000000-0101,도넛_팥이팅 소보루 도넛,321,0,6.32,0
D202-082000000-0102,도넛_페이머스 글레이즈드 도넛,433,50,4.35,23.91
D202-082000000-0103,도넛_프리미엄 스트로베리 필드 도넛,360,0,5.71,0
D202-082000000-0104,도넛_해피버스데이 도넛,458,0,6.59,0
D202-082000000-0105,도넛_허니후리터,449,48.65,5.41,24.32
D202-082000000-0106,도넛_화이트초코링 도넛,462,0,6.15,0
D202-082000000-0107,도넛_화이트초코츄잉스타 도넛,444,0,3.7,0
D202-082000000-0108,도넛_흑미찹쌀 도넛,350,0,4,0
D202-082000000-0109,도넛_BEURRE 헤이즐넛&바닐라 도넛,451,45.59,4.41,27.94
D202-082000000-0110,도넛_BEURRE 버터넛,425,58.9,4.11,19.18
D202-082000000-0111,도넛_남해마늘로만든버터갈릭 꽈배기,420,0,8.04,0
D202-082000000-0112,도넛_단팥 도넛,310,44.76,6.67,9.52
D202-082000000-0113,도넛_달콤한 우리찹쌀 왕꽈배기,378,48.7,6.09,18.26
D202-082000000-0114,도넛_더블카라멜 도넛,362,0,5.63,0
D202-082000000-0115,도넛_동글아기찹쌀 도넛,357,0,4.76,0
D202-082000000-0116,도넛_디어 마이 러브 도넛,458,49.35,3.9,27.27
D202-082000000-0117,도넛_딸기 도넛,404,0,7.8,0
D202-082000000-0118,도넛_라즈베리블라썸 도넛,338,0,4.41,0
D202-082000000-0119,도넛_레드벨벳 먼치킨 도넛,486,57.14,3.57,27.14
D202-082000000-0120,도넛_레몬 도넛,404,0,7.8,0
D202-082000000-0121,도넛_메이플링 도넛,478,0,10.2,0
D202-082000000-0122,도넛_바닐라 도넛,404,0,7.8,0
D202-082000000-0123,도넛_바닐라빈 바이츠 도넛,404,59.15,7.04,15.49
D202-082000000-0124,도넛_바닐라초코볼 도넛,326,0,5.88,0
D202-082000000-0125,도넛_바바리안 먼치킨 도넛,400,50,6,20
D202-082000000-0126,도넛_바바리안필드 도넛,378,48.33,5,18.33
D202-082000000-0127,도넛_바삭64겹 꽈배기,443,0,8,0
D202-082000000-0128,도넛_벨지안초코 도넛,418,0,7.35,0
D202-082000000-0129,도넛_생크림폭탄 도넛,364,34.55,5.45,21.82
D202-082000000-0130,도넛_생크림폭탄 도넛 (3개입),364,34.55,6.06,22.42
D202-082000000-0131,도넛_스트로베리 먼치킨 도넛,380,50,5,18
D202-082000000-0132,도넛_스트로베리 필드 도넛,372,46.67,5,18.33
D202-082000000-0133,도넛_아침햇살 쌀꽈배기 도넛,375,60.94,4.69,12.5
D202-082000000-0134,도넛_앙버터 도넛,408,0,8,0
D202-082000000-0135,도넛_용감한 쿠키 도넛,446,50.88,5.26,24.56
D202-082000000-0136,도넛_우리찹쌀 왕꽈배기,383,48.7,6.09,18.26
D202-082000000-0137,도넛_우유 도넛,404,0,7.8,0
D202-082000000-0138,도넛_제주말차 우유 도넛,453,45.31,4.69,28.13
D202-082000000-0139,도넛_쫀드칸꽈배기 시나몬슈가,385,0,2.25,0
D202-082000000-0141,도넛_초당옥수수크림찹쌀 도넛,300,0,2.86,0
D202-082000000-0142,도넛_초코 도넛,404,0,7.8,0
D202-082000000-0143,도넛_초코 마카롱 도넛,418,0,5.88,0
D202-082000000-0144,도넛_초코 우유크림 듬뿍 도넛,415,0,5.95,0
D202-082000000-0145,도넛_초코크런치 도넛,400,0,5.45,0
D202-082000000-0146,도넛_추억의 옥수수 꽈배기 도넛,407,49.18,8.2,19.67
D202-082000000-0147,도넛_추억의생도나스,429,55.13,17.95,21.79
D202-082000000-0148,도넛_추억의생도나스 (2개입),426,54.49,17.31,22.44
D202-082000000-0149,도넛_추억의생도나스 (3개입),427,54.7,17.52,22.22
D202-082000000-0150,도넛_츄러스 꽈배기,363,0,5.98,0
D202-082000000-0151,도넛_카스텔라 꽈배기,312,0,6.23,0
D202-082000000-0152,도넛_카카오하니딥 도넛,393,47.37,3.51,21.05
D202-082000000-0153,도넛_카카오하니딥먼치킨 도넛,369,53.85,4.62,15.38
D202-082000000-0154,도넛_커스터드 도넛,325,45,5,13.33
D202-082000000-0156,도넛_쿠키앤크림 도넛,404,0,7.8,0
D202-082000000-0157,도넛_크리스탈슈가 도넛,367,0,6.12,0
D202-082000000-0158,도넛_트러플 크림 듬뿍 도넛,410,0,5.95,0
D202-082000000-0159,도넛_퐁신퐁신우유 도넛,348,0,4.9,0
D202-082000000-0160,도넛_플라밍고 도넛,405,0,5.45,0
D202-082000000-0161,도넛_허니 올드훼션드 도넛,457,53.97,3.17,25.4
D202-082000000-0162,도넛_허니찹쌀스틱,355,61.7,4.26,10.21
D202-082000000-0163,도넛_화이트유니버스 도넛,392,0,5.77,0
D202-082000000-0164,도넛_흑미고구마찹쌀 도넛,350,0,4,0
D202-082000000-0165,도넛_흑임자크림찹쌀 도넛,314,0,2.86,0
D202-083000000-0001,또띠아_뉴비프 브리또,253,0,8.89,0
D202-083000000-0002,또띠아_또띠아 (L),234,21.09,15.64,9.45
D202-083000000-0003,또띠아_또띠아 (S),375,35.4,20.5,16.77
D202-083000000-0005,또띠아_머스타드치킨 브리또,244,0,11.05,0
D202-083000000-0006,또띠아_미트살사소시지 브리또,220,0,16.38,0
D202-083000000-0007,또띠아_바삭 불고기&트리플 치즈 치킨 퀘사디아,218,0,13.89,0
D202-083000000-0008,또띠아_불고기 브리또,299,0,9.29,0
D202-083000000-0009,또띠아_불고기 베이크,196,28.67,10.33,4.42
D202-083000000-0010,또띠아_불닭 베이크,198,32,10.75,2.92
D202-083000000-0011,또띠아_소고기 브리또,263,35,8.13,10
D202-083000000-0012,또띠아_치킨 치즈 브리또,259,27.59,11.49,11.49
D202-083000000-0013,또띠아_핫치킨 브리또,228,28,11,8
D202-083000000-0014,또띠아_핫치킨 브리또,244,33.75,11.25,7.5
D202-083000000-0015,또띠아_핫칠리치킨 브리또,214,0,15,0
D202-083000000-0016,또띠아_라구듬뿍치즈 브리또,211,0,7.23,0
D202-083000000-0017,또띠아_불고기 브리또,216,0,7.59,0
D202-083000000-0018,또띠아_치킨 브리또,220,0,9.66,0
D202-083000000-0019,또띠아_트위스터,202,18.69,9.84,10.77
D202-084000000-0001,롤빵_달콤한크림치즈시나몬롤,374,0,6.32,0
D202-084000000-0002,롤빵_클래식시나몬롤,375,0,7.5,0
D202-084000000-0003,롤빵_녹차 도쿄롤 (L),330,0,6,0
D202-084000000-0004,롤빵_녹차 도쿄롤 (S),330,0,6,0
D202-084000000-0005,롤빵_달달연유롤빵,402,45.65,6.52,21.74
D202-084000000-0006,롤빵_달달연유롤빵 (3개입),399,45.65,6.52,21.01
D202-084000000-0007,롤빵_망고 도쿄롤 (L),293,0,5,0
D202-084000000-0008,롤빵_망고 도쿄롤 (S),293,0,5,0
D202-084000000-0009,롤빵_목장의아침우유롤,317,0,5.56,0
D202-084000000-0010,롤빵_오리지널 도쿄롤 (L),328,0,7,0
D202-084000000-0011,롤빵_오리지널 도쿄롤 (S),328,0,7,0
D202-084000000-0012,롤빵_우유 생크림롤,306,26.25,5.63,20
D202-084000000-0013,롤빵_자색 고구마 도쿄롤 (L),315,0,4,0
D202-084000000-0014,롤빵_자색 고구마 도쿄롤 (S),315,0,4,0
D202-084000000-0015,롤빵_카멜크림롤,402,0,4.35,0
D202-084000000-0016,롤빵_화이트 초코 도쿄롤 (L),337,0,7,0
D202-084000000-0017,롤빵_화이트 초코 도쿄롤 (S),337,0,7,0
D202-085000000-0001,마늘빵_부드러운갈릭브레드,327,44,6,13.33
D202-085000000-0002,마늘빵_프렌치마늘빵,357,52.38,4.76,11.9
D202-085000000-0003,마늘빵_프렌치마늘빵 (5개입),352,52.38,6.67,11.43
D202-086000000-0001,마카롱_갤럭시 마카롱,236,0,9.29,0
D202-086000000-0002,마카롱_까망베르 치즈 마카롱,354,0,8.33,0
D202-086000000-0003,마카롱_녹차 마카롱,490,0,5.45,0
D202-086000000-0004,마카롱_녹차모찌 마카롱,377,0,3.85,0
D202-086000000-0005,마카롱_다크 초콜릿 마카롱,463,0,8.57,0
D202-086000000-0006,마카롱_다크초코가나슈 마카롱,267,0,3.33,0
D202-086000000-0007,마카롱_달고나 마카롱,303,0,6.06,0
D202-086000000-0008,마카롱_더블 초코 뚱카롱,450,0,6.67,0
D202-086000000-0009,마카롱_딸기 마카롱,190,0,1.9,0
D202-086000000-0010,마카롱_딸기 마카롱,496,0,4,0
D202-086000000-0011,마카롱_딸기 치즈케익 뚱카롱,617,0,6.67,0
D202-086000000-0012,마카롱_딸기가나슈 마카롱,375,45.83,4.17,20.83
D202-086000000-0013,마카롱_딸기 마카롱,436,0,6.06,0
D202-086000000-0014,마카롱_딸기요거트 마카롱,452,0,6,0
D202-086000000-0015,마카롱_딸기 퐁카롱,330,0,6.67,0
D202-086000000-0016,마카롱_레드벨벳 마카롱,484,0,4.85,0
D202-086000000-0017,마카롱_레몬 마카롱,496,0,4,0
D202-086000000-0018,마카롱_레인보우 마카롱 (5입),449,0,8,0
D202-086000000-0019,마카롱_로즈라즈베리 뚱카롱,400,0,4,0
D202-086000000-0020,마카롱_리얼블루베리 마카롱,409,0,5.49,0
D202-086000000-0021,마카롱_리얼치즈 마카롱,469,0,6.17,0
D202-086000000-0022,마카롱_마다가스카르바닐라 마카롱,400,0,4,0
D202-086000000-0023,마카롱_마카롱,413,0,7.5,0
D202-086000000-0024,마카롱_망고가나슈 마카롱,404,0,6.67,0
D202-086000000-0025,마카롱_망고프로피컬 마카롱,400,0,4,0
D202-086000000-0026,마카롱_메가초코 마카롱,502,0,8,0
D202-086000000-0027,마카롱_민트초코 마카롱,477,0,4.64,0
D202-086000000-0028,마카롱_바닐라 딜라이트 뚱카롱,417,0,20,0
D202-086000000-0029,마카롱_바닐라 마카롱,498,0,8,0
D202-086000000-0030,마카롱_바닐라 마카롱,470,0,10,0
D202-086000000-0031,마카롱_바닐라 마카롱,519,0,7.41,0
D202-086000000-0032,마카롱_바닐라 마카롱,496,0,4,0
D202-086000000-0033,마카롱_바닐라 마카롱,445,0,6.06,0
